date,SET,StTimes,KLSE
2/15/2008,2.475188974,5.206926313,0.79138546
2/22/2008,0.025400512,-1.304822564,-4.127637035
2/29/2008,2.26002373,-0.730527406,-0.886000046
3/7/2008,-2.901848759,-5.437529371,-4.603391014
3/14/2008,-0.430590867,-0.955962192,-8.152490994
3/21/2008,-1.815809499,-0.497889417,-0.48492062
3/28/2008,2.683628554,7.071298002,5.668594032
4/4/2008,-0.044849301,3.997649057,-2.937652533
4/11/2008,0.2784674,-0.913347206,2.009975434
4/18/2008,2.188428143,-0.06398219,1.659254433
4/25/2008,-1.5749108,2.037741932,1.598794488
5/2/2008,1.308409798,1.459879942,-1.297116125
5/9/2008,0.421337302,-2.315467466,1.07872367
5/16/2008,2.751419894,2.481887423,1.191070331
5/23/2008,0.602549477,-3.751123357,-2.010590162
5/30/2008,-4.908429484,2.232002925,0.103493706
6/6/2008,-1.977071993,-1.447807791,-2.180965531
6/13/2008,-4.337010993,-5.45881798,-1.551332203
6/20/2008,-1.771189811,0.743980146,-1.862107482
6/27/2008,0.884359946,-1.5408884,-1.345751389
7/4/2008,-4.306810074,-2.167154722,-4.853233123
7/11/2008,-1.729470522,1.178833388,1.422636084
7/18/2008,-9.437674001,-2.740115705,-4.021948191
7/25/2008,3.103975885,2.605750969,3.268063967
8/1/2008,-0.99844686,-0.577804242,1.508166883
8/8/2008,1.758531032,-3.449299787,-3.403840919
8/15/2008,2.400378447,-0.358249388,-2.28054084
8/22/2008,-3.678234729,-2.688178098,-0.866719479
8/29/2008,0.367397238,0.609529183,1.363179245
9/5/2008,-5.811112734,-6.239698113,-2.760142792
9/12/2008,1.313723572,-0.137612561,-2.507496939
9/19/2008,-4.614748131,-0.452265408,-1.771291835
9/26/2008,-0.942280649,-5.941153804,-0.505320614
10/3/2008,-4.784952717,-4.857620881,-0.376001189
10/10/2008,-26.66135987,-16.4683569,-8.483022247
10/17/2008,4.192237127,-3.649368598,-3.129808975
10/24/2008,-8.507859964,-16.03002955,-5.229208539
10/31/2008,-3.847896415,11.43806262,0.522430834
11/7/2008,10.75164978,3.789183353,3.452856719
11/14/2008,-7.575954679,-5.762602041,-1.385469334
11/21/2008,-7.84953478,-5.674319017,-1.689459296
11/28/2008,1.083390843,4.152399221,-0.085400058
12/5/2008,-2.25752311,-4.328837798,-3.269438476
12/12/2008,7.811616082,4.776301911,1.655120448
12/19/2008,5.098603657,3.118632967,2.791922969
12/26/2008,-0.087284452,-3.968621494,-1.038002151
1/2/2009,0.745056872,5.857687319,3.066579247
1/9/2009,2.002223055,-1.303195522,2.725391052
1/16/2009,-5.337522493,-4.274403884,-2.489746019
1/23/2009,-0.386776428,-2.647943729,-2.68844336
1/30/2009,0.957296598,3.56945549,1.338558748
2/6/2009,1.519165802,-1.797946648,1.368846082
2/13/2009,0.310056867,-0.567673456,1.461431617
2/20/2009,-2.521600144,-6.71042889,-2.237319294
2/27/2009,-0.727326311,-0.004388976,0.107842157
3/6/2009,-2.822649587,-5.261848393,-3.711351162
3/13/2009,1.250756564,4.168024936,-1.735985347
3/20/2009,1.135271957,1.222278041,1.572723813
3/27/2009,2.566629488,8.905593359,3.284554118
4/3/2009,1.179469049,4.218170121,2.40800727
4/10/2009,1.742421183,0.418701871,3.719340837
4/17/2009,0.641281242,3.654029132,2.495736784
4/24/2009,3.710933177,-2.331672466,2.810410469
5/1/2009,3.649344649,3.574601452,-0.195621766
5/8/2009,7.071740341,15.32054305,3.573083216
5/15/2009,1.168017499,-4.497341926,-1.231770752
5/22/2009,3.695477218,4.812276121,3.015567398
5/29/2009,1.146787152,3.66475586,-0.11008104
6/5/2009,7.584880283,2.847340656,2.962082183
6/12/2009,3.889811783,-0.807810955,1.352963173
6/19/2009,-6.502335214,-4.46889046,-2.851820273
6/26/2009,1.151281306,1.950344213,1.523958552
7/3/2009,-2.089486506,-0.788275299,-0.286717194
7/10/2009,-3.036309489,0.357226172,-0.460651612
7/17/2009,5.177813346,5.191355797,4.856893786
7/24/2009,2.996051746,4.128787473,3.073002459
7/31/2009,1.576463712,4.845120989,1.632107896
8/7/2009,3.185886853,-4.218690096,0.845846605
8/14/2009,1.548030451,3.17194012,0.310940022
8/21/2009,-1.481303262,-3.348218725,-2.106898319
8/28/2009,1.897706783,3.776332251,0.896475727
9/4/2009,1.724818109,-0.763845256,0.379939344
9/11/2009,5.727393839,2.200054043,2.475178937
9/18/2009,0.824497453,-1.243039946,1.063612115
9/25/2009,1.100872298,0.561506203,-0.312475906
10/2/2009,0.413518046,-2.213347494,-0.919284915
10/9/2009,3.032656647,1.825412486,2.259867407
10/16/2009,-4.064794992,2.074830569,1.842988978
10/23/2009,-1.172622632,0.266250853,0.818588729
10/30/2009,-3.374782243,-2.393121154,-1.901799321
11/6/2009,1.935213262,0.266699974,1.400188212
11/13/2009,-0.042950407,2.563347813,0.80578067
11/20/2009,-0.442027729,1.250205306,0.267157137
11/27/2009,-2.163472528,0.024620911,-0.294699168
12/4/2009,3.069816654,1.036883325,-0.032273173
12/11/2009,0.293192735,0.348370096,-0.806264742
12/18/2009,1.696627795,0.065675118,0.551650212
12/25/2009,2.037288063,1.244987527,-0.239439684
1/1/2010,0.563843263,2.089584548,0.696965829
1/8/2010,0.599933934,0.863866495,1.574614724
1/15/2010,1.017861603,-0.491839693,0.432172801
1/22/2010,-4.439939976,-3.097593562,0.143899864
1/29/2010,-2.48834304,-2.67254714,-3.226552644
2/5/2010,-0.740658736,-2.276430014,-0.898269344
2/12/2010,0.952909099,2.768777832,0.438974195
2/19/2010,0.344662722,-0.063813898,0.340892224
2/26/2010,2.94434728,-0.228032052,1.037008245
3/5/2010,0.358396044,1.423194302,2.256413421
3/12/2010,1.287329931,3.211687182,0.874772907
3/19/2010,5.472441556,1.184752329,-1.119729469
3/26/2010,0.549745502,-0.323601531,1.419767008
4/2/2010,2.821688332,1.256235213,1.569204009
4/9/2010,-1.444572238,0.978876758,-0.146820905
4/16/2010,-7.015498667,1.178105532,-0.09074717
4/23/2010,2.471381666,-0.623784479,0.300425391
4/30/2010,1.176491908,-0.465530515,0.715577227
5/7/2010,0.657940052,-5.298251344,-1.00699922
5/14/2010,0.031222762,1.201497104,0.479757225
5/21/2010,-0.423638313,-5.544927685,-4.082043898
5/28/2010,-3.761372853,1.415230664,-1.297138611
6/4/2010,4.534300931,2.40932932,1.968427739
6/11/2010,-0.250481952,-0.364817996,0.021629472
6/18/2010,2.856605151,1.318386537,1.762436714
6/25/2010,0.229577779,0.641686341,0.662599715
7/2/2010,1.115132089,-0.261595035,-1.443517391
7/9/2010,2.221670139,2.533565122,1.282054228
7/16/2010,0.842166444,1.380473301,0.927491466
7/23/2010,1.523012086,0.531091974,0.673297776
7/30/2010,1.838419297,0.477423963,1.126148013
8/6/2010,2.223212487,0.246040413,-0.034541426
8/13/2010,-1.486301487,-1.856488754,-0.022053959
8/20/2010,3.617541742,-0.118779209,2.53137643
8/27/2010,0.718950424,0.076933293,1.142535602
9/3/2010,3.227126353,2.148434006,1.72975311
9/10/2010,-0.574828892,0.654625531,0.146861813
9/17/2010,-0.108216921,1.773881707,2.009879172
9/24/2010,3.02133919,0.528769843,-1.081513955
10/1/2010,2.764255403,1.228247423,1.037195118
10/8/2010,-1.585184885,0.71417054,1.023847626
10/15/2010,3.465051756,1.602208676,0.568781887
10/22/2010,-0.493619649,-0.962715813,0.052340213
10/29/2010,-0.787174601,-0.980029028,1.002578234
11/5/2010,5.531532337,3.061215733,0.402996502
11/12/2010,-2.096895667,0.360118745,-0.792287188
11/19/2010,-0.995258828,-1.69415948,0.415189594
11/26/2010,-1.705632007,-1.236434888,-0.933931607
12/3/2010,4.181735463,0.45367599,0.596721483
12/10/2010,0.172954423,0.408314056,0.418847388
12/17/2010,-1.301085734,-1.022659632,-0.492159708
12/24/2010,-0.045978137,-0.292529283,0.777035648
12/31/2010,1.048312314,1.460119659,0.483751096
1/7/2011,0.356658233,2.210776418,3.448930052
1/14/2011,-0.405083915,-0.473007393,-0.147671966
1/21/2011,-2.52020617,-1.908445372,-1.441006291
1/28/2011,-2.488561332,1.405946496,-1.66425068
2/4/2011,0.300008869,-0.576637145,0.650358744
2/11/2011,-3.640901542,-4.257694565,-2.465148589
2/18/2011,4.730618691,0.313098976,1.529869683
2/25/2011,-0.975036491,-2.020984741,-1.881771487
3/4/2011,1.009181951,1.187894628,2.213990057
3/11/2011,1.113358181,-0.583804567,-1.788513099
3/18/2011,-0.375059509,-3.603170719,0.551424796
3/25/2011,3.375103551,4.497796374,0.772332483
4/1/2011,2.53286489,1.603249169,2.594147938
4/8/2011,1.708440093,2.119366936,0.135566235
4/15/2011,0.204834912,-1.072777735,-2.308971426
4/22/2011,1.861070973,1.30530537,0.053207389
4/29/2011,-1.066931466,-0.466540655,0.797989648
5/6/2011,-3.983906882,-2.558990987,-1.27523897
5/13/2011,3.194375946,2.04886462,1.651740298
5/20/2011,-1.114057586,0.153500698,0.018820353
5/27/2011,-0.555157178,-1.047588442,0.495838826
6/3/2011,-0.860297278,0.323187448,0.71802505
6/10/2011,-3.608269292,-2.163316488,-0.234913652
6/17/2011,-0.138280732,-2.402299747,0.46415993
6/24/2011,0.389833492,2.028023453,0.078642243
7/1/2011,1.796194424,2.325648737,1.161532947
7/8/2011,4.412107474,0.390125592,0.742683608
7/15/2011,-0.788614887,-2.150344582,-1.102788928
7/22/2011,3.737912155,3.150316604,-0.775866235
7/29/2011,1.107983143,0.198047524,-1.043726778
8/5/2011,-3.606284157,-6.291814185,-1.586632443
8/12/2011,-2.905398173,-4.934478271,-2.710182165
8/19/2011,0.669087126,-4.18955941,0.020891952
8/26/2011,-3.03666481,0.53084781,-2.674984254
9/2/2011,2.659974178,3.395261447,2.006302522
9/9/2011,-0.264153758,-0.634772667,-0.337726817
9/16/2011,-2.770598697,-1.28463116,-2.633899954
9/23/2011,-7.553677476,-3.289022083,-4.648174622
9/30/2011,-4.47691826,-0.879803813,1.539402809
10/7/2011,-0.771350065,-1.311664458,0.927108586
10/14/2011,5.002705314,3.858611423,2.982124109
10/21/2011,-4.217167369,-1.16411227,-0.249890803
10/28/2011,6.018158509,6.884366954,2.944077868
11/4/2011,-1.644179199,-1.997994847,-0.291282354
11/11/2011,1.416830389,-2.032280301,-0.594653955
11/18/2011,1.349291363,-2.195231309,-0.981825447
11/25/2011,-1.740386462,-3.215969697,-1.58356711
12/2/2011,6.231762276,4.77931349,3.93604121
12/9/2011,0.448781146,-2.880981116,-1.959271259
12/16/2011,0.00580254,-1.321692363,0.416218757
12/23/2011,0.319586259,0.646591541,2.020748149
12/30/2011,-1.168390508,-1.131743004,2.284960389
1/6/2012,1.061331861,2.582790893,-1.090372921
1/13/2012,0.82169731,2.758417387,0.588701819
1/20/2012,1.316890676,2.050801188,-0.026922938
1/27/2012,1.651598469,2.320054665,-0.11565405
2/3/2012,2.083523633,0.057934152,1.16811311
2/10/2012,1.262302801,1.430795341,1.476596207
2/17/2012,1.517747741,1.361966766,-0.289213074
2/24/2012,1.424409098,-0.753013843,0.10398214
3/2/2012,1.645005921,0.516113324,1.591734613
3/9/2012,-0.554251675,-1.018703913,-0.302265958
3/16/2012,2.627617351,1.591307519,-0.482479351
3/23/2012,0.409396545,-0.686582397,0.914098781
3/30/2012,0.194880478,0.679274811,0.6599315
4/6/2012,-1.207153253,-0.809121489,0.158988516
4/13/2012,-1.102117574,0.054234838,0.265460073
4/20/2012,2.12778485,0.22265693,-0.705486859
4/27/2012,1.42789517,-0.431723244,-1.522349911
5/4/2012,1.281590522,0.3017331,1.471452769
5/11/2012,-3.01045716,-3.650053896,-0.423259727
5/18/2012,-3.118630873,-3.684301912,-3.328100585
5/25/2012,-1.889645125,-0.228752678,1.210296329
6/1/2012,-1.569413268,-0.979991389,1.438238258
6/8/2012,1.062316828,-0.285214286,-0.188918735
6/15/2012,3.369953796,2.635274118,0.546694061
6/22/2012,-1.105831922,0.606128021,1.498315432
6/29/2012,1.651636241,1.765038269,-0.244830271
7/6/2012,2.358267783,3.418465009,1.329335972
7/13/2012,0.847177908,0.569458747,0.359108836
7/20/2012,-0.14387064,0.664441007,1.01671529
7/27/2012,-2.559471975,-0.566677384,-1.105294703
8/3/2012,1.643452802,1.746873252,0.619637686
8/10/2012,1.807322974,0.094013139,0.629193638
8/17/2012,0.371632005,0.258652829,0.268880183
8/24/2012,1.079202705,-0.380198737,-0.095208936
8/31/2012,-0.787939175,-0.823908742,-0.128098903
9/7/2012,1.505538669,-0.455844265,-1.318407434
9/14/2012,2.380555042,1.930965668,1.12625521
9/21/2012,0.791455829,0.254039641,-1.178591084
9/28/2012,0.969427913,-0.582873557,0.79500842
10/5/2012,0.962407913,1.541158319,1.429856718
10/12/2012,-1.101865591,-2.15045964,-0.414656602
10/19/2012,0.82390309,0.235442187,0.782602474
10/26/2012,-2.000437433,0.281342967,0.331911731
11/2/2012,1.915520184,-0.54966637,-0.947116773
11/9/2012,-1.21429211,-1.031030684,-0.912899362
11/16/2012,-0.832378705,-2.147117255,-0.721636224
11/23/2012,0.122568648,1.47098396,-0.922438407
11/30/2012,3.250034679,2.662871909,-0.216424127
12/7/2012,0.820616943,1.203175889,0.429908362
12/14/2012,1.748731192,1.954316335,2.092591076
12/21/2012,1.089370481,-0.15382213,0.415002272
12/28/2012,1.341641859,0.888704522,1.346055567
1/4/2013,1.761071508,1.041614399,0.666884516
1/11/2013,-0.325235729,-0.270735311,-0.585434584
1/18/2013,1.572489806,-0.164288463,-0.372714876
1/25/2013,1.862719396,1.792802623,-2.372778864
2/1/2013,2.554324976,0.665505585,-0.58688922
2/8/2013,-0.12814867,-0.63522855,-0.230673515
2/15/2013,1.604634903,0.389723643,0.254018767
2/22/2013,1.215699326,0.154005387,-0.359999281
3/1/2013,-0.034418602,-0.568194611,0.942477033
3/8/2013,1.758926668,0.610762941,1.003836588
3/15/2013,1.972228662,-0.105846186,-1.604129961
3/22/2013,-7.748829618,-0.839778673,-0.046089605
3/29/2013,5.401917815,1.508555761,2.712898145
4/5/2013,-4.690444374,-0.251820687,1.013019484
4/12/2013,2.505393156,-0.169548886,0.583377796
4/19/2013,1.180703515,-0.004249997,0.455239111
4/26/2013,2.395595942,1.650516475,0.293190986
5/3/2013,-0.251749092,0.626009483,-0.970043366
5/10/2013,2.71957737,2.168373119,4.477623774
5/17/2013,0.337185439,0.160451038,-0.181841848
5/24/2013,-1.267240379,-1.640672421,0.22020098
5/31/2013,-2.864342871,-2.440258666,-0.216809597
6/7/2013,-2.977827872,-3.899762797,0.359399057
6/14/2013,-3.419406021,-0.733991619,-0.757540835
6/21/2013,-4.521021011,-1.176618918,-0.360428356
6/28/2013,3.604372779,0.828385792,1.00244791
7/5/2013,-0.730674507,0.610428514,-0.071633847
7/12/2013,0.855261099,2.071012967,0.752128383
7/19/2013,1.916564941,-0.707054232,0.674782587
7/26/2013,-0.34679185,0.708290295,0.547521026
8/2/2013,-3.849801589,0.555605776,-1.398304735
8/9/2013,0.792800987,-0.747068576,-0.179121455
8/16/2013,0.938850055,-1.007563631,0.500062709
8/23/2013,-7.736201793,-3.45797834,-3.82857055
8/30/2013,-3.330310846,-1.958613002,0.377539485
9/6/2013,3.189717489,0.63877373,-0.219042905
9/13/2013,4.737618444,2.332869042,2.690026564
9/20/2013,5.935588787,3.688154235,1.737139324
9/27/2013,-4.771155374,-0.848368306,-1.434908451
10/4/2013,0.719106434,-2.271586241,0.022517958
10/11/2013,2.083596431,1.317884973,0.515958487
10/18/2013,1.831147172,0.413959707,0.772036613
10/25/2013,-2.030277929,0.385737583,0.994158295
11/1/2013,-1.789254241,-0.126123105,-0.394710516
11/8/2013,-1.697222571,-0.750969673,-0.328087733
11/15/2013,1.106289749,0.753156329,-0.812947012
11/22/2013,-4.432091006,-0.891736846,0.259458519
11/29/2013,0.883457508,0.110250121,1.009090298
12/6/2013,-0.699677169,-1.977007474,0.781943006
12/13/2013,-1.512590351,-1.55823605,0.730786117
12/20/2013,0.118486516,0.923957551,-0.126142503
12/27/2013,-3.332594323,1.770638036,1.245187198
1/3/2014,-5.874087232,-0.582371659,-1.424343578
1/10/2014,2.486348226,0.395198225,-0.444099218
1/17/2014,3.133317331,0.109994925,-0.747334244
1/24/2014,1.472800986,-2.292767369,-0.57750231
1/31/2014,-3.1173944,-1.598209404,0.080962684
2/7/2014,1.727929967,-0.466198223,0.252448496
2/14/2014,1.179298735,0.845035887,0.594275115
2/21/2014,-0.585610676,1.994644734,0.622996938
2/28/2014,1.606399155,0.349396801,0.268383316
3/7/2014,2.219900815,0.815750861,-0.179933637
3/14/2014,1.254022285,-2.014245278,-1.497768193
3/21/2014,-0.854843679,-0.010736753,0.847313101
3/28/2014,0.615521838,3.163470938,1.647995327
4/4/2014,1.674124818,1.270203408,0.317208831
4/11/2014,-0.204949787,-0.452352533,-0.212979993
4/18/2014,1.430872701,1.722913905,0.00161928
4/25/2014,-0.072408729,0.42230453,0.446459366
5/2/2014,0.941469472,-0.460728532,0.43431005
5/9/2014,-3.152269864,-0.012913779,-0.12634511
5/16/2014,2.004645532,0.321119219,0.886391621
5/23/2014,-0.600979647,0.471822311,-0.752556476
5/30/2014,1.343275655,0.542451972,0.222305441
6/6/2014,2.943405179,0.108562498,-0.57172379
6/13/2014,-0.137266497,-0.187480715,0.750918104
6/20/2014,0.771047603,-1.051588967,0.477348174
6/27/2014,1.081172221,0.375200483,-0.254337546
7/4/2014,0.845235255,0.06417897,0.211373902
7/11/2014,1.471902984,0.62678372,-0.093416778
7/18/2014,1.009374701,0.508763623,-0.542050037
7/25/2014,0.678528305,1.19027934,0.233047507
8/1/2014,-2.868086407,-0.17178054,-0.748530501
8/8/2014,1.331582888,-1.674316359,-1.267565936
8/15/2014,1.715764327,0.78381178,1.31960945
8/22/2014,0.666972014,0.323179911,0.357669109
8/29/2014,0.298852271,0.047800933,-0.261165223
9/5/2014,1.442514563,0.43905889,0.125851186
9/12/2014,-0.18700569,0.114246761,-0.688491214
9/19/2014,0.224238709,-1.21795028,-0.331972462
9/26/2014,0.957600086,-0.389252999,-0.487265157
10/3/2014,-1.884967684,-1.190764897,0.017385068
10/10/2014,-1.12457157,-0.906892157,-1.75032553
10/17/2014,-1.55839892,-1.75672582,-1.143682942
10/24/2014,0.729973065,1.715772857,1.693889141
10/31/2014,2.833032523,1.591586361,1.975562412
11/7/2014,-0.366162944,0.370086268,-1.682950243
11/14/2014,-0.157882255,0.887001693,-0.571747416
11/21/2014,0.210454329,0.890263935,-0.257251199
11/28/2014,0.927172735,0.154723425,0.647932581
12/5/2014,0.241253129,-0.78233898,-4.006966943
12/12/2014,-5.322021321,-0.00782129,-0.940748274
12/19/2014,-0.039613112,-1.350786629,-0.985806683
12/26/2014,-0.260516684,2.235813094,2.784318604
1/2/2015,-0.847057005,0.502955284,-0.663596591
1/9/2015,2.097801146,-0.958417121,-1.166657423
1/16/2015,-0.766619226,-1.137512416,0.640391601
1/23/2015,5.173694785,3.302356942,3.356157828
1/30/2015,-1.074366067,-0.596823622,-1.217533468
2/6/2015,2.027062596,1.177284299,1.779983621
2/13/2015,0.139958902,-0.149907138,-0.680651181
2/20/2015,-0.77283306,0.275143429,0.383505328
2/27/2015,-1.030581515,-0.959279245,0.735175862
3/6/2015,-1.186588891,0.429596123,-0.785524012
3/13/2015,-1.719745005,-1.614717663,-1.404984783
3/20/2015,-0.754681249,1.466253884,1.221636211
3/27/2015,-2.296823807,1.097563819,0.537460307
4/3/2015,2.694083307,0.105738113,1.159587432
4/10/2015,0.763976374,0.537964056,0.53223569
4/17/2015,1.221328446,1.509409771,0.084006975
4/24/2015,-0.729591266,-0.346396224,0.901732982
5/1/2015,-1.863657858,-0.731676785,-2.407712379
5/8/2015,-1.068740109,-1.019693534,-0.585784042
5/15/2015,0.111158909,0.320747161,0.235939738
5/22/2015,0.768765829,-0.37377381,-1.356906095
5/29/2015,-1.841828807,-1.697425695,-2.26203556
6/5/2015,0.753810896,-1.737834742,-0.125399046
6/12/2015,0.057036744,0.603514046,-0.629941446
6/19/2015,-1.118127188,-1.589560442,-0.72914036
6/26/2015,1.765793565,0.602249527,-0.658464491
7/3/2015,-1.891252732,0.655200787,1.380109053
7/10/2015,-0.315348439,-1.898100204,-1.081806122
7/17/2015,-0.377166707,2.218283029,0.64782306
7/24/2015,-2.826687227,-0.023858875,-0.346339277
7/31/2015,0.141755287,-4.581932311,0.138215417
8/7/2015,-0.789851121,-0.182524007,-2.377827626
8/14/2015,-1.046194345,-2.611816194,-5.235578006
8/21/2015,-3.476477353,-4.708639044,-1.396842503
8/28/2015,0.024162106,-0.508525716,2.388886931
9/4/2015,0.351519898,-3.166379906,-1.472902108
9/11/2015,0.79710646,0.602967219,0.904552704
9/18/2015,0.620483658,-0.730501098,4.024312908
9/25/2015,-0.975018114,-0.966842832,-3.315308226
10/2/2015,-2.23865282,-1.403914779,0.850239877
10/9/2015,4.713529507,7.094217241,4.66243815
10/16/2015,0.498285307,1.065175576,0.600581353
10/23/2015,-0.158051484,1.241188769,-0.343666008
10/30/2015,-1.508345685,-2.311366971,-2.678562336
11/6/2015,1.395298631,0.403407539,1.192944884
11/13/2015,-2.2939869,-2.856928045,-1.602014762
11/20/2015,0.819800723,-0.265932572,0.179474874
11/27/2015,-2.227900212,-2.03537214,1.237876401
12/4/2015,-2.192396931,0.694649344,-0.878690968
12/11/2015,-4.028098695,-1.554896142,-1.67657592
12/18/2015,0.311788985,0.640357214,0.228986349
12/25/2015,-0.154993508,0.864857427,1.185836035
1/1/2016,0.395963099,0.177419821,1.728280633
1/8/2016,-3.462947713,-4.668967742,-2.083582832
1/15/2016,0.13413495,-4.477530658,-1.768675752
1/22/2016,1.764648716,-2.061192244,-0.205301016
1/29/2016,2.565331158,1.998453049,2.586835447
2/5/2016,0.407323165,-0.22466272,-0.320695956
2/12/2016,-2.307693452,-3.225436288,-1.132429983
2/19/2016,3.366154189,4.500434242,1.876738764
2/26/2016,1.718237266,-0.282308786,-0.685377362
3/4/2016,2.678482315,6.842150547,1.731307007
3/11/2016,1.001111883,-0.287335218,0.239006555
3/18/2016,-0.752785065,2.717901612,1.160323372
3/25/2016,0.851056711,-2.065003454,-0.733893526
4/1/2016,0.424969339,-1.020150467,0.395977485
4/8/2016,-2.243845855,-0.361484076,0.457866911
4/15/2016,1.145541118,4.034558206,0.5565258
4/22/2016,1.816066477,0.562380732,-0.582134292
4/29/2016,-0.440432335,-3.527303958,-2.668649642
5/6/2016,-0.995246668,-3.868818302,-1.40637101
5/13/2016,0.286495085,0.150392201,-1.287537389
5/20/2016,-0.635128279,1.051525221,0.032544788
5/27/2016,1.916064521,1.390166343,0.514394976
6/3/2016,1.667933792,0.239498024,-0.044598538
6/10/2016,-0.503902463,0.487909778,0.290449546
6/17/2016,-0.553582678,-2.132047915,-1.043679468
6/24/2016,-0.573645695,-1.019502139,0.605852269
7/1/2016,2.225284079,3.977047656,0.742015495
7/8/2016,0.735013514,0.023535983,-0.102104082
7/15/2016,2.466496552,2.713427357,1.440437349
7/22/2016,1.141582406,0.68135239,-0.660290689
7/29/2016,0.985106213,-2.637217597,-0.251308021
8/5/2016,-0.353626681,-1.422562019,0.649928433
8/12/2016,2.210858674,1.377583645,1.201260492
8/19/2016,-0.897981062,-0.818715156,0.209381926
8/26/2016,0.689731603,0.478106448,-0.272341503
9/2/2016,-1.819066796,-1.898117065,-0.673648103
9/9/2016,-5.138047093,2.445319782,0.872488956
9/16/2016,2.311043747,-1.609639053,-2.003402903
9/23/2016,0.929362836,1.037937683,1.083049594
9/30/2016,-0.649848226,0.437272151,-1.109671568
10/7/2016,1.414560582,0.20088053,0.773377615
10/14/2016,-1.79283462,-2.108863352,-0.385639776
10/21/2016,1.528582675,0.560368432,0.661472245
10/28/2016,-0.396018963,-0.524143625,0.01736397
11/4/2016,-0.586551307,-0.97983678,-1.327723806
11/11/2016,0.592573448,0.92087598,-0.85607832
11/18/2016,-1.392696653,0.850843146,-0.63781873
11/25/2016,1.784692962,0.725874461,0.212853734
12/2/2016,0.083942365,2.078050792,0.104415559
12/9/2016,1.628844657,1.251314089,0.761994648
12/16/2016,-0.249932071,-0.619955532,-0.221394878
12/23/2016,-0.826388302,-2.300360863,-1.268243141
12/30/2016,2.159328163,0.33763317,1.508522322
1/6/2017,1.832816314,2.802323913,2.035509592
1/13/2017,0.238979114,2.085684436,-0.178614679
1/20/2017,-0.780698815,-0.463541332,-0.456045784
1/27/2017,1.763638089,1.769981016,1.281330473
2/3/2017,-0.494683955,-0.750315877,-0.080086141
2/10/2017,0.144562062,1.903244025,0.823302867
2/17/2017,-0.467899231,0.233890352,0.513119701
2/24/2017,-0.843301427,0.301381183,-0.547853268
3/3/2017,0.10284945,0.170209533,0.588836156
3/10/2017,-1.692833018,0.351999903,0.53707703
3/17/2017,1.358985599,1.143326542,1.595283891
3/24/2017,0.799496361,-0.839004459,0.031510048
3/31/2017,0.101631835,16.72623468,-0.324742672
4/7/2017,0.533142108,-15.63859499,0.09362947
4/14/2017,0.376296918,-0.2530526,-0.617963155
4/21/2017,-1.233114324,-0.932315318,1.437346944
4/28/2017,-0.235943917,1.127754709,0.681593168
5/5/2017,0.172230168,1.695233699,-0.301348364
5/12/2017,-1.61136299,0.788282298,0.742102705
5/19/2017,0.368505515,-1.185698534,-0.428312098
5/26/2017,1.258789719,0.077683905,0.227081536
6/2/2017,-0.106475573,0.637519711,0.262027339
6/9/2017,-0.060620565,0.436698055,0.669690431
6/16/2017,0.631836234,-0.701553845,0.135187999
6/23/2017,0.365945947,-0.682204384,-0.664286797
6/30/2017,-0.482722422,0.528594523,-0.890746254
7/7/2017,-0.337131145,0.0783829,-0.212282972
7/14/2017,0.530626589,1.79305158,-0.280517861
7/21/2017,-0.271634096,0.808602387,0.236756547
7/28/2017,0.478671541,0.500537549,0.44920444
8/4/2017,-0.177253379,-0.127079135,0.420713234
8/11/2017,-1.079776191,-1.416865961,-0.427504329
8/18/2017,0.333776974,-0.849093625,0.522695493
8/25/2017,0.593182704,0.232816819,-0.397700072
9/1/2017,2.665555544,0.541242259,0.22527555
9/8/2017,1.056545877,-1.497149004,0.37939174
9/15/2017,1.512100506,-0.59023613,0.360605287
9/22/2017,-0.089167913,0.33251402,-0.859629117
9/29/2017,0.846890462,-0.010558744,-0.8767658
10/6/2017,1.354079452,2.192617634,0.478467093
10/13/2017,0.968776372,0.841708951,-0.493278111
10/20/2017,-1.168862021,0.649267128,-0.839256979
10/27/2017,1.375949139,1.358987613,0.314330386
11/3/2017,-0.852090013,-0.122031409,-0.298245734
11/10/2017,-0.719018065,1.11108824,0.07751471
11/17/2017,1.182832902,-1.10901867,-1.190565862
11/24/2017,-0.795253837,1.751667244,-0.257641416
12/1/2017,0.224415422,0.214461267,0.036680262
12/8/2017,0.403386168,-0.724453212,0.197144092
12/15/2017,0.652415572,-0.225094298,1.831776563
12/22/2017,1.40994367,-0.918178045,0.40816267
12/29/2017,0.665374231,0.507025331,2.056270705
1/5/2018,2.352214299,2.51102441,1.170762353
1/12/2018,0.817612524,0.887593719,0.258196505
1/19/2018,0.614068177,0.842893893,0.337395911
1/26/2018,0.413126372,0.471514748,1.362589814
2/2/2018,-0.08369277,-1.051727613,0.889276615
2/9/2018,-2.263641953,-4.418807027,-2.745748732
2/16/2018,1.082313465,1.943249215,1.009275673
2/23/2018,0.12009022,2.571833644,1.25522625
3/2/2018,0.216572277,-1.540725416,-0.292126516
3/9/2018,-2.041131812,0.182920664,-0.656760892
3/16/2018,2.028989661,0.759394936,0.133864113
3/23/2018,-0.973393488,-2.617863705,1.014662723
3/30/2018,-1.005478339,-1.134904461,-0.476681443
4/6/2018,-2.067089509,1.750009497,-1.04729443
4/13/2018,1.554026181,1.693637648,1.698066428
